target,view,n_guides,n_donors,E_t,R_guide,R_donor_shrunk,R_dep,S_t
NUCKS1,Rest,2,4,0.1533,0.1733,0.1261,0.0787,0.0121
BNIP3L,Rest,2,4,0.1526,0.1792,0.124,0.0791,0.0121
ZNF516,Rest,2,4,0.1566,0.2058,0.1095,0.077,0.012
SLC35G1,Rest,2,4,0.1535,0.1755,0.1243,0.0785,0.012
HDDC3,Rest,2,4,0.157,0.2389,0.1014,0.0767,0.012
NRAS,Rest,2,4,0.1517,0.2026,0.1154,0.0793,0.012
ZNF780A,Rest,2,4,0.1591,0.1794,0.1157,0.0757,0.012
ACLY,Rest,2,4,0.1738,0.1617,0.108,0.0693,0.012
PPP2R5C,Rest,2,4,0.2534,0.0966,0.0854,0.0475,0.012
EMC7,Rest,2,4,0.1632,0.1358,0.1389,0.0737,0.012
CHPF2,Rest,2,4,0.1674,0.1494,0.1215,0.0718,0.012
SUGP1,Rest,2,4,0.2901,0.0773,0.0819,0.0414,0.012
TAC4,Rest,2,4,0.1523,0.1423,0.1502,0.0789,0.012
STX16,Rest,2,4,0.1704,0.1622,0.1108,0.0705,0.012
NRBF2,Rest,2,4,0.157,0.1776,0.1184,0.0765,0.012
EDN1,Rest,2,4,0.1611,0.161,0.1218,0.0745,0.012
ANKFY1,Rest,2,4,0.1615,0.1625,0.1205,0.0743,0.012
BCAS4,Rest,2,4,0.1551,0.1817,0.1187,0.0774,0.012
VWCE,Rest,2,4,0.1512,0.197,0.1171,0.0793,0.012
TNFRSF18,Rest,2,4,0.3345,0.1124,0.0499,0.0358,0.012
C1orf52,Rest,2,4,0.1529,0.1738,0.1247,0.0783,0.012
TES,Rest,2,4,0.1494,0.1982,0.1185,0.0801,0.012
HHEX,Rest,2,4,0.1566,0.1985,0.1105,0.0764,0.012
INTS10,Rest,2,4,0.2417,0.1008,0.0886,0.0495,0.012
UXS1,Rest,2,4,0.1639,0.1742,0.1116,0.073,0.012
SAC3D1,Rest,2,4,0.172,0.1098,0.1594,0.0695,0.012
DNAAF2,Rest,2,4,0.2993,0.1083,0.0594,0.0399,0.0119
H2BC26,Rest,2,4,0.1549,0.1919,0.1142,0.0771,0.0119
PLCB3,Rest,2,4,0.1651,0.1786,0.1083,0.0723,0.0119
SRGAP3,Rest,2,4,0.1562,0.1986,0.1104,0.0764,0.0119
GBP4,Rest,2,4,0.1614,0.1909,0.1076,0.0739,0.0119
NUDCD1,Rest,2,4,0.1744,0.1556,0.1088,0.0684,0.0119
BRI3BP,Rest,2,4,0.1736,0.1199,0.1383,0.0686,0.0119
FABP2,Rest,2,4,0.15,0.1375,0.1584,0.0794,0.0119
SSTR3,Rest,2,4,0.1557,0.1777,0.1184,0.0765,0.0119
INPP1,Rest,2,3,0.8526,0.0159,0.1039,0.014,0.0119
IKZF5,Rest,2,4,0.1532,0.1971,0.1136,0.0777,0.0119
ZSWIM4,Rest,2,4,0.1793,0.1232,0.1256,0.0663,0.0119
VAMP8,Rest,2,4,0.1653,0.1993,0.1012,0.0719,0.0119
COG6,Rest,2,4,0.2843,0.0858,0.0754,0.0418,0.0119
ATG12,Rest,2,4,0.1731,0.1865,0.0981,0.0687,0.0119
CTU2,Rest,2,4,0.1886,0.1545,0.0962,0.063,0.0119
WDR26,Rest,2,3,0.337,0.0902,0.0547,0.0353,0.0119
ZSWIM7,Rest,2,4,0.1586,0.1438,0.1351,0.0749,0.0119
MRPL32,Rest,2,3,0.3146,0.0819,0.0653,0.0377,0.0119
NPIPA8,Rest,2,4,0.1575,0.1761,0.1163,0.0753,0.0119
PDPK1,Rest,2,4,0.4667,0.1119,0.0318,0.0254,0.0119
CEP131,Rest,2,4,0.1497,0.1879,0.1206,0.0793,0.0119
PEAK3,Rest,2,4,0.1584,0.1831,0.1124,0.0749,0.0119
TBC1D5,Rest,2,4,0.161,0.1867,0.1085,0.0737,0.0119
TRMT1L,Rest,2,4,0.1632,0.1873,0.1062,0.0727,0.0119
MRPS16,Rest,2,4,0.1673,0.1893,0.1018,0.0709,0.0119
DLD,Rest,2,4,0.3845,0.0506,0.0732,0.0308,0.0119
STRN,Rest,2,4,0.1699,0.1558,0.1121,0.0697,0.0118
PRDM2,Rest,2,4,0.4309,0.0715,0.0427,0.0275,0.0118
KRBA2,Rest,2,4,0.1704,0.1463,0.1168,0.0695,0.0118
NCKIPSD,Rest,2,3,0.5533,0.0499,0.0361,0.0214,0.0118
LY86,Rest,2,4,0.1597,0.217,0.101,0.074,0.0118
RPS6KB1,Rest,2,4,0.2526,0.1597,0.0621,0.0468,0.0118
TMEM45B,Rest,2,4,0.1781,0.1763,0.0961,0.0663,0.0118
PPOX,Rest,2,4,0.1608,0.1986,0.1044,0.0735,0.0118
CDKL5,Rest,2,4,0.1608,0.1699,0.1146,0.0735,0.0118
MIGA2,Rest,2,4,0.1536,0.1726,0.1218,0.0769,0.0118
FOXD4L4,Rest,2,4,0.164,0.167,0.1124,0.072,0.0118
HSD17B4,Rest,2,4,0.1522,0.1535,0.1355,0.0776,0.0118
ANXA11,Rest,2,4,0.1512,0.211,0.1103,0.0781,0.0118
RDH5,Rest,2,4,0.1541,0.2029,0.1096,0.0766,0.0118
PARK7,Rest,2,4,0.1571,0.177,0.1153,0.075,0.0118
KPNA2,Rest,2,4,0.1546,0.1614,0.1262,0.0762,0.0118
STAG2,Rest,2,4,0.1824,0.1288,0.1147,0.0646,0.0118
ME3,Rest,2,4,0.4062,0.0721,0.0463,0.029,0.0118
CCL3,Rest,2,4,0.1571,0.1392,0.14,0.075,0.0118
MRPL57,Rest,2,4,0.299,0.0946,0.0632,0.0394,0.0118
LACC1,Rest,2,4,0.3195,0.0532,0.1069,0.0368,0.0118
PRIM1,Rest,2,2,0.5612,0.0351,0.0495,0.021,0.0118
ITPRIPL2,Rest,2,4,0.1598,0.162,0.1188,0.0736,0.0118
ABHD3,Rest,2,4,0.1532,0.1921,0.1134,0.0768,0.0118
TPCN2,Rest,2,4,0.1658,0.1723,0.1075,0.0709,0.0118
PPP6R2,Rest,2,4,0.1743,0.1455,0.1117,0.0674,0.0118
CCDC136,Rest,2,4,0.1614,0.151,0.1232,0.0728,0.0117
COX11,Rest,2,4,0.2781,0.1043,0.0662,0.0422,0.0117
LPAR6,Rest,2,4,0.156,0.1876,0.1116,0.0752,0.0117
USP14,Rest,2,4,0.3941,0.1005,0.0406,0.0298,0.0117
SRSF6,Rest,2,4,0.184,0.1171,0.1227,0.0637,0.0117
ATP5MC3,Rest,2,4,0.2319,0.127,0.0775,0.0506,0.0117
RBAK,Rest,2,4,0.1547,0.1931,0.1108,0.0757,0.0117
ATOX1,Rest,2,4,0.1548,0.1565,0.1278,0.0757,0.0117
RPS4Y1,Rest,2,4,0.1475,0.2015,0.1158,0.0794,0.0117
POLDIP2,Rest,2,4,0.1606,0.1659,0.115,0.0729,0.0117
TM9SF3,Rest,2,4,0.1811,0.1655,0.0958,0.0646,0.0117
EFNA1,Rest,2,4,0.162,0.1805,0.1074,0.0722,0.0117
RARB,Rest,2,4,0.2134,0.0925,0.1186,0.0548,0.0117
HSD11B2,Rest,2,4,0.2575,0.0803,0.0946,0.0454,0.0117
CAMK2D,Rest,2,4,0.1551,0.2048,0.1066,0.0754,0.0117
FRMD8,Rest,2,4,0.168,0.2164,0.093,0.0696,0.0117
NFE2L3,Rest,2,4,0.1664,0.1986,0.098,0.0703,0.0117
IRF4,Rest,4,4,0.4984,0.0295,0.1023,0.0234,0.0117
AVL9,Rest,2,4,0.2697,0.0805,0.0857,0.0433,0.0117
MFAP3L,Rest,2,4,0.1563,0.1906,0.1094,0.0747,0.0117
FAM98C,Rest,2,4,0.1681,0.1755,0.103,0.0694,0.0117
KLC2,Rest,2,4,0.1559,0.1769,0.1148,0.0748,0.0117
SLC30A9,Rest,2,4,0.1626,0.1773,0.1075,0.0717,0.0117
MIER3,Rest,2,4,0.1746,0.127,0.1234,0.0668,0.0117
IL10RB,Rest,2,4,0.3792,0.0944,0.0436,0.0307,0.0117
SCAI,Rest,2,4,0.1634,0.1598,0.114,0.0713,0.0117
ABCB1,Rest,2,4,0.1597,0.1431,0.1294,0.0729,0.0116
TMED6,Rest,2,4,0.1596,0.178,0.1101,0.073,0.0116
ADCK5,Rest,2,4,0.1446,0.1923,0.1216,0.0805,0.0116
KDM3B,Rest,2,4,0.2049,0.132,0.0906,0.0568,0.0116
UCHL5,Rest,2,4,0.3004,0.0606,0.0969,0.0387,0.0116
RLIM,Rest,2,4,0.1551,0.1894,0.1104,0.075,0.0116
APBA2,Rest,2,4,0.1585,0.1916,0.1063,0.0734,0.0116
SATB2,Rest,2,4,0.147,0.2023,0.1149,0.0791,0.0116
NR3C2,Rest,2,4,0.1579,0.1918,0.1066,0.0736,0.0116
TRAF1,Rest,2,4,0.149,0.1886,0.1172,0.0779,0.0116
LMLN,Rest,2,4,0.3619,0.0697,0.056,0.0321,0.0116
HACD2,Rest,2,4,0.1569,0.1788,0.1119,0.0739,0.0116
DOCK10,Rest,2,4,0.1609,0.1856,0.1054,0.0721,0.0116
WDR48,Rest,2,4,0.2729,0.0793,0.0838,0.0425,0.0116
TWF1,Rest,2,4,0.1589,0.1804,0.109,0.0729,0.0116
GPR157,Rest,2,4,0.1545,0.1818,0.1132,0.075,0.0116
PPP1R13L,Rest,2,4,0.1699,0.1349,0.1212,0.0682,0.0116
ZNF283,Rest,2,4,0.1486,0.1747,0.1233,0.0779,0.0116
ZNF716,Rest,2,4,0.1622,0.1591,0.1146,0.0714,0.0116
SMARCD1,Rest,2,4,0.3043,0.0899,0.0619,0.038,0.0116
CHRAC1,Rest,2,4,0.1677,0.1765,0.1018,0.069,0.0116
FCGBP,Rest,2,4,0.1549,0.1814,0.1126,0.0747,0.0116
GOPC,Rest,2,4,0.1603,0.1675,0.1124,0.0721,0.0116
UBQLNL,Rest,2,4,0.1571,0.1679,0.1159,0.0736,0.0116
TCAP,Rest,2,4,0.1522,0.15,0.1334,0.076,0.0116
GCHFR,Rest,2,4,0.1604,0.1566,0.1177,0.072,0.0116
TNFSF14,Rest,2,4,0.1546,0.1645,0.1205,0.0747,0.0116
TLN1,Rest,2,4,0.2169,0.129,0.0832,0.0533,0.0115
HDGF,Rest,2,4,0.3438,0.0652,0.0648,0.0336,0.0115
SERINC1,Rest,2,4,0.1602,0.1753,0.1091,0.0721,0.0115
XPO7,Rest,2,4,0.147,0.1938,0.1167,0.0786,0.0115
KDM6A,Rest,2,4,0.1607,0.1647,0.113,0.0718,0.0115
MAN1A2,Rest,2,4,0.2776,0.2811,0.0464,0.0415,0.0115
KDM6B,Rest,2,4,0.1575,0.1938,0.1051,0.0731,0.0115
MMRN1,Rest,2,4,0.1518,0.2079,0.1067,0.0758,0.0115
NUDT2,Rest,2,4,0.1668,0.1709,0.1038,0.069,0.0115
BTBD10,Rest,2,4,0.1664,0.1569,0.1101,0.0692,0.0115
FGFR1OP2,Rest,2,4,0.2082,0.1078,0.1019,0.0553,0.0115
H2BC18,Rest,2,4,0.4801,0.0911,0.0315,0.024,0.0115
RGS2,Rest,2,4,0.1535,0.192,0.1094,0.0749,0.0115
FLACC1,Rest,2,4,0.1517,0.1878,0.1128,0.0758,0.0115
SMARCD2,Rest,2,4,0.1775,0.1479,0.1033,0.0648,0.0115
ARIH2,Rest,2,4,0.1543,0.1726,0.1158,0.0745,0.0115
KCNK6,Rest,2,4,0.3974,0.0852,0.0419,0.0289,0.0115
SYNE1,Rest,2,4,0.1549,0.1725,0.1151,0.0741,0.0115
SLC7A8,Rest,2,4,0.1605,0.1653,0.112,0.0715,0.0115
GRK5,Rest,2,4,0.1557,0.2028,0.1038,0.0737,0.0115
CEP135,Rest,2,4,0.4082,0.1232,0.0351,0.0281,0.0115
ETHE1,Rest,2,4,0.1579,0.1767,0.1098,0.0726,0.0115
FNIP1,Rest,2,4,0.1597,0.1994,0.1008,0.0718,0.0115
EGR2,Rest,2,4,0.1703,0.1815,0.0966,0.0673,0.0115
KIT,Rest,2,4,0.396,0.0435,0.0795,0.0289,0.0115
C8orf33,Rest,2,4,0.1631,0.1632,0.1097,0.0702,0.0115
GM2A,Rest,2,4,0.1577,0.168,0.1133,0.0726,0.0114
ZNF772,Rest,2,4,0.1611,0.1438,0.123,0.071,0.0114
SKI,Rest,2,4,0.1551,0.2027,0.1039,0.0737,0.0114
GNA15,Rest,2,4,0.5048,0.0421,0.0467,0.0226,0.0114
ACAD9,Rest,2,4,0.1586,0.1978,0.1016,0.072,0.0114
ZNF865,Rest,2,4,0.154,0.1956,0.1066,0.0741,0.0114
AGTPBP1,Rest,2,4,0.1574,0.1584,0.1179,0.0725,0.0114
LYSMD3,Rest,2,4,0.1601,0.1815,0.105,0.0713,0.0114
HNRNPH1,Rest,2,4,0.2686,0.1108,0.0644,0.0425,0.0114
FAM219A,Rest,2,4,0.1525,0.1707,0.1174,0.0747,0.0114
NUDT17,Rest,2,4,0.3119,0.0693,0.0718,0.0366,0.0114
ACOT4,Rest,2,4,0.1512,0.1795,0.1151,0.0754,0.0114
MORC2,Rest,2,4,0.1605,0.1543,0.1161,0.071,0.0114
TWNK,Rest,2,4,0.1918,0.167,0.0844,0.0594,0.0114
XKR6,Rest,2,4,0.1593,0.1786,0.1065,0.0715,0.0114
ERI1,Rest,2,4,0.3007,0.1063,0.0555,0.0379,0.0114
TIA1,Rest,2,4,0.1717,0.2086,0.0886,0.0663,0.0114
NRG2,Rest,2,4,0.1578,0.1406,0.1289,0.0721,0.0114
MAPK8,Rest,2,4,0.1506,0.1596,0.1254,0.0755,0.0114
CCDC107,Rest,2,4,0.154,0.1912,0.1074,0.0739,0.0114
PLEKHF2,Rest,2,4,0.2052,0.2024,0.0709,0.0554,0.0114
TMF1,Rest,2,4,0.3331,0.1152,0.0463,0.0341,0.0114
UST,Rest,2,4,0.1541,0.184,0.1097,0.0738,0.0114
GBP5,Rest,2,4,0.1577,0.1605,0.1156,0.0721,0.0114
LPCAT1,Rest,2,4,0.1489,0.1844,0.1151,0.0763,0.0114
NR2C2,Rest,2,4,0.191,0.1462,0.0911,0.0595,0.0114
PARS2,Rest,2,4,0.2121,0.1325,0.0825,0.0535,0.0114
UCP3,Rest,2,4,0.1589,0.1456,0.123,0.0714,0.0114
MOGS,Rest,2,4,0.1644,0.1431,0.1177,0.069,0.0114
LRRC37A2,Rest,2,4,0.1572,0.1685,0.112,0.0722,0.0113
SUCLG1,Rest,2,4,0.1518,0.1941,0.1082,0.0747,0.0113
ANAPC10,Rest,2,4,0.5504,0.0545,0.032,0.0206,0.0113
FAHD1,Rest,2,4,0.1537,0.1702,0.115,0.0737,0.0113
FAM98A,Rest,2,4,0.15,0.1876,0.1121,0.0755,0.0113
ALDH9A1,Rest,2,4,0.1588,0.1798,0.1054,0.0712,0.0113
PRAP1,Rest,2,4,0.1502,0.1782,0.1153,0.0753,0.0113
TAX1BP3,Rest,2,4,0.1581,0.1759,0.1075,0.0715,0.0113
SCAF8,Rest,2,4,0.2438,0.1209,0.07,0.0464,0.0113
MED23,Rest,2,4,0.1708,0.1334,0.116,0.0662,0.0113
CCM2,Rest,2,4,0.1584,0.2086,0.0979,0.0714,0.0113
TMEM50A,Rest,2,4,0.1648,0.1635,0.1057,0.0686,0.0113
ZFY,Rest,2,4,0.1547,0.1544,0.1217,0.073,0.0113
HLA-DPA1,Rest,2,4,0.1543,0.1811,0.1095,0.0732,0.0113
TMEM260,Rest,2,4,0.1497,0.1768,0.1162,0.0754,0.0113
AKT2,Rest,2,4,0.1816,0.1253,0.1098,0.0621,0.0113
NSMAF,Rest,2,4,0.4961,0.0289,0.0969,0.0228,0.0113
PITX3,Rest,2,4,0.1583,0.1838,0.1043,0.0713,0.0113
PIM2,Rest,2,4,0.1587,0.1742,0.1072,0.0711,0.0113
NUP42,Rest,2,4,0.1601,0.1655,0.1092,0.0704,0.0113
NEK2,Rest,2,4,0.1512,0.1825,0.1119,0.0745,0.0113
HDAC9,Rest,2,4,0.1613,0.1431,0.1201,0.0699,0.0113
SFXN5,Rest,2,4,0.1611,0.1396,0.1227,0.0699,0.0113
CIRBP,Rest,2,4,0.1583,0.1922,0.1014,0.0711,0.0113
ACAD10,Rest,2,4,0.1548,0.1779,0.1094,0.0727,0.0113
LRRC39,Rest,2,4,0.1601,0.1821,0.1028,0.0703,0.0113
TMEM14B,Rest,2,4,0.1639,0.1386,0.1197,0.0687,0.0113
PAN3,Rest,2,4,0.1543,0.1918,0.1052,0.0729,0.0112
SCGB3A1,Rest,2,4,0.1489,0.1991,0.1084,0.0755,0.0112
RAD54L,Rest,2,4,0.173,0.1581,0.0993,0.065,0.0112
CLEC4E,Rest,2,4,0.1494,0.1895,0.1109,0.0752,0.0112
EOLA1,Rest,2,4,0.1659,0.1437,0.1135,0.0677,0.0112
POLR3G,Rest,2,4,0.1539,0.1656,0.1154,0.073,0.0112
PARP14,Rest,2,4,0.1645,0.1692,0.1027,0.0683,0.0112
ZNFX1,Rest,2,4,0.1877,0.1537,0.0892,0.0598,0.0112
BTBD8,Rest,2,4,0.1588,0.1524,0.1165,0.0707,0.0112
ELP5,Rest,2,4,0.225,0.1046,0.0871,0.0499,0.0112
RAC2,Rest,2,4,0.1876,0.1359,0.0964,0.0598,0.0112
GRSF1,Rest,2,4,0.1573,0.179,0.1059,0.0713,0.0112
KIF20B,Rest,2,4,0.1619,0.1891,0.0985,0.0693,0.0112
PPP1R12A,Rest,2,4,0.1665,0.1386,0.1157,0.0673,0.0112
N6AMT1,Rest,2,4,0.349,0.1182,0.0422,0.0321,0.0112
CHUK,Rest,2,4,0.2817,0.0921,0.0654,0.0398,0.0112
C12orf76,Rest,2,4,0.156,0.1775,0.1077,0.0718,0.0112
CLIC5,Rest,2,4,0.1514,0.1986,0.1054,0.074,0.0112
OSTM1,Rest,2,4,0.1588,0.1715,0.107,0.0705,0.0112
C6orf226,Rest,2,4,0.1452,0.1268,0.1643,0.0771,0.0112
P2RY10,Rest,2,4,0.1613,0.1525,0.1126,0.0693,0.0112
ZFAT,Rest,2,4,0.1632,0.1727,0.1019,0.0685,0.0112
C19orf33,Rest,2,4,0.1623,0.1689,0.104,0.0688,0.0112
SCFD2,Rest,2,4,0.1521,0.1756,0.1121,0.0734,0.0112
ZNF483,Rest,2,4,0.1565,0.1582,0.1149,0.0713,0.0112
MRPL43,Rest,2,4,0.2938,0.0869,0.0632,0.038,0.0112
KMT2E,Rest,2,4,0.2036,0.1315,0.0859,0.0548,0.0112
SELENOS,Rest,2,4,0.1556,0.1585,0.1156,0.0716,0.0111
HLA-DQA2,Rest,2,4,0.1629,0.1699,0.1028,0.0684,0.0111
ENGASE,Rest,2,4,0.1486,0.1591,0.1243,0.075,0.0111
CDS2,Rest,2,4,0.397,0.0519,0.0577,0.0281,0.0111
GAL3ST4,Rest,2,4,0.1615,0.1617,0.1075,0.069,0.0111
TRIM34,Rest,2,4,0.1578,0.1473,0.1195,0.0706,0.0111
SAP30BP,Rest,2,3,0.5219,0.0942,0.0269,0.0213,0.0111
PDHB,Rest,2,4,0.4361,0.0372,0.0753,0.0255,0.0111
CNKSR2,Rest,2,4,0.1549,0.1857,0.1048,0.0718,0.0111
IL6R,Rest,2,4,0.1515,0.2006,0.1037,0.0734,0.0111
ZSCAN16,Rest,2,4,0.1534,0.1834,0.107,0.0725,0.0111
MSX1,Rest,2,4,0.1634,0.1654,0.1035,0.068,0.0111
SMARCA2,Rest,2,4,0.1544,0.1936,0.1028,0.072,0.0111
HUS1B,Rest,2,4,0.1609,0.1669,0.1054,0.069,0.0111
TKT,Rest,2,4,0.3579,0.048,0.0808,0.031,0.0111
ANGPT2,Rest,2,4,0.1599,0.2064,0.0947,0.0694,0.0111
NRM,Rest,2,4,0.1613,0.1833,0.0992,0.0688,0.0111
ATP6V0A1,Rest,2,4,0.1551,0.1572,0.1161,0.0716,0.0111
ITGAX,Rest,2,4,0.2623,0.0863,0.0767,0.0423,0.0111
PLD3,Rest,2,4,1.0406,0.016,0.0308,0.0107,0.0111
FERRY3,Rest,2,4,0.1607,0.2049,0.0943,0.069,0.0111
PTP4A3,Rest,2,4,0.16,0.1555,0.1112,0.0693,0.0111
EEF1AKMT2,Rest,2,4,0.1757,0.166,0.0924,0.0631,0.0111
EPS15,Rest,2,4,0.1553,0.1769,0.1068,0.0713,0.0111
SRSF9,Rest,2,4,0.159,0.1655,0.1071,0.0696,0.0111
MNX1,Rest,2,4,0.1533,0.1495,0.1223,0.0721,0.0111
SHROOM1,Rest,2,4,0.1558,0.1718,0.1078,0.0709,0.0111
PLAUR,Rest,2,4,0.1434,0.2211,0.1058,0.0771,0.011
CUTA,Rest,2,4,0.162,0.1531,0.1095,0.0682,0.011
RAB10,Rest,2,4,0.3084,0.0593,0.0829,0.0358,0.011
SLC9A5,Rest,2,3,0.1765,0.1063,0.1321,0.0626,0.011
MACROH2A1,Rest,2,4,0.1632,0.1619,0.1041,0.0677,0.011
ZCCHC7,Rest,2,4,0.1717,0.172,0.0931,0.0643,0.011
MBOAT1,Rest,2,4,0.1675,0.1351,0.1139,0.0659,0.011
MPI,Rest,2,4,0.2419,0.0905,0.0842,0.0456,0.011
IL32,Rest,2,4,0.1646,0.1325,0.1192,0.0669,0.011
ZNF229,Rest,2,4,0.1483,0.1643,0.1194,0.0743,0.011
ETV2,Rest,2,4,0.403,0.0493,0.0578,0.0273,0.011
CLPTM1,Rest,2,4,0.1565,0.1527,0.1152,0.0703,0.011
PANK3,Rest,2,4,0.1563,0.1739,0.1057,0.0704,0.011
GBE1,Rest,2,4,0.1527,0.1754,0.1088,0.072,0.011
DCAF4,Rest,2,4,0.1567,0.1598,0.1111,0.0701,0.011
SERPINE3,Rest,2,4,0.1686,0.1577,0.1,0.0652,0.011
JUND,Rest,2,4,0.1592,0.1712,0.1036,0.069,0.011
CACNA1D,Rest,2,4,0.1575,0.1938,0.0982,0.0697,0.011
PBDC1,Rest,2,4,0.1557,0.1624,0.1108,0.0705,0.011
UBE2Z,Rest,2,4,0.1593,0.1754,0.1019,0.0689,0.011
SLC8B1,Rest,2,4,0.1628,0.2249,0.0878,0.0674,0.011
GABARAPL1,Rest,2,4,0.322,0.0771,0.0576,0.0341,0.011
ANKRD44,Rest,2,4,0.17,0.1455,0.1039,0.0645,0.011
PTGDR2,Rest,2,4,0.1523,0.1439,0.126,0.072,0.011
ZNF177,Rest,2,4,0.1637,0.1193,0.1326,0.067,0.011
CCR8,Rest,2,4,0.3126,0.0957,0.0525,0.0351,0.011
ARGLU1,Rest,2,4,0.2023,0.1172,0.0915,0.0542,0.011
BRD3,Rest,2,4,0.1569,0.197,0.0976,0.0698,0.011
BCL2L12,Rest,2,4,0.1626,0.1576,0.1052,0.0673,0.0109
SUN2,Rest,2,4,0.155,0.1751,0.1059,0.0706,0.0109
FRMD6,Rest,2,4,0.1557,0.2043,0.0968,0.0703,0.0109
NDUFA8,Rest,2,4,0.2008,0.1545,0.0776,0.0545,0.0109
NUDCD2,Rest,2,4,0.1532,0.1763,0.1071,0.0714,0.0109
HMX3,Rest,2,4,0.2687,0.0677,0.0923,0.0407,0.0109
SLC25A10,Rest,2,4,0.1935,0.1325,0.0895,0.0564,0.0109
TATDN1,Rest,2,4,0.1536,0.1749,0.107,0.0711,0.0109
NPM3,Rest,2,4,0.1497,0.1817,0.1086,0.0729,0.0109
RNF126,Rest,2,4,0.1545,0.1549,0.1151,0.0707,0.0109
DYNC2I2,Rest,2,4,0.1569,0.1378,0.1233,0.0696,0.0109
BNC2,Rest,2,4,0.1479,0.1653,0.1177,0.0738,0.0109
DDX39A,Rest,2,4,0.3859,0.1495,0.0337,0.0283,0.0109
NANOGNB,Rest,2,4,0.1567,0.1803,0.1019,0.0696,0.0109
WDPCP,Rest,2,4,0.1543,0.1969,0.0994,0.0707,0.0109
PTP4A1,Rest,2,4,0.1864,0.1043,0.1178,0.0585,0.0109
TOP1MT,Rest,2,4,0.1543,0.1864,0.1023,0.0707,0.0109
EGR4,Rest,2,4,0.154,0.1615,0.1121,0.0709,0.0109
PAWR,Rest,2,4,0.1518,0.1567,0.1171,0.0719,0.0109
SIN3A,Rest,2,4,0.1652,0.1208,0.127,0.066,0.0109
B4GAT1,Rest,2,4,0.1553,0.1804,0.103,0.0702,0.0109
DYNLT2B,Rest,2,4,0.1981,0.1183,0.0933,0.055,0.0109
GREM2,Rest,2,4,0.141,0.1748,0.1216,0.0772,0.0109
GNB1L,Rest,2,4,0.3323,0.065,0.062,0.0328,0.0109
MAML3,Rest,2,4,0.1541,0.2031,0.0977,0.0706,0.0109
MAP2K3,Rest,2,4,0.16,0.1839,0.0974,0.068,0.0109
ARID5B,Rest,2,4,0.3413,0.0616,0.0619,0.0319,0.0109
KLHDC1,Rest,2,4,0.1497,0.1715,0.1119,0.0726,0.0109
AMPD2,Rest,2,4,0.1539,0.1791,0.1044,0.0706,0.0109
IGFBP6,Rest,2,4,0.3217,0.0784,0.056,0.0338,0.0109
CLN3,Rest,2,4,0.1685,0.1469,0.103,0.0645,0.0109
TDRKH,Rest,2,4,0.1683,0.1228,0.1197,0.0645,0.0109
SAP30,Rest,2,4,0.1831,0.1843,0.0804,0.0593,0.0109
ICAM3,Rest,2,4,0.1631,0.1286,0.1212,0.0665,0.0109
SMG1,Rest,2,4,0.2169,0.0755,0.1292,0.05,0.0109
ADAM28,Rest,2,4,0.1555,0.2038,0.096,0.0698,0.0109
SAP25,Rest,2,4,0.1493,0.2028,0.1018,0.0727,0.0108
ILVBL,Rest,2,4,0.1704,0.1602,0.0955,0.0636,0.0108
RUFY3,Rest,2,4,0.4947,0.1417,0.0253,0.0219,0.0108
ZBTB22,Rest,2,4,0.1524,0.1919,0.1015,0.0711,0.0108
ABL2,Rest,2,4,0.1527,0.1637,0.1113,0.071,0.0108
EBI3,Rest,2,4,0.1469,0.1845,0.1095,0.0738,0.0108
NEK11,Rest,2,4,0.1614,0.1368,0.1166,0.0672,0.0108
FBXL14,Rest,2,4,0.6375,0.0334,0.0334,0.017,0.0108
PCNX3,Rest,2,4,0.175,0.1196,0.1136,0.0618,0.0108
VAPB,Rest,2,4,0.1559,0.1386,0.1219,0.0694,0.0108
PROCR,Rest,2,4,0.1586,0.1551,0.1085,0.0682,0.0108
ARHGEF6,Rest,2,4,0.1541,0.216,0.0941,0.0701,0.0108
ZNF696,Rest,2,4,0.1644,0.1257,0.1212,0.0658,0.0108
PRKAR2A,Rest,2,4,0.1601,0.152,0.1082,0.0675,0.0108
TTL,Rest,2,4,0.1633,0.193,0.0914,0.0662,0.0108
NR2C2AP,Rest,2,4,0.1582,0.1774,0.0999,0.0683,0.0108
PUS7L,Rest,2,4,0.1663,0.1456,0.105,0.065,0.0108
SLC25A43,Rest,2,4,0.1588,0.1638,0.1041,0.068,0.0108
IKBKB,Rest,2,4,0.1524,0.1588,0.1134,0.0708,0.0108
IL4I1,Rest,2,4,0.1509,0.1641,0.1126,0.0715,0.0108
CHIC2,Rest,2,4,0.1542,0.1414,0.1217,0.07,0.0108
AKT1,Rest,2,4,0.1564,0.1294,0.1287,0.069,0.0108
PGP,Rest,2,4,0.1605,0.1851,0.0955,0.0672,0.0108
B4GALT3,Rest,2,4,0.1568,0.1695,0.1037,0.0688,0.0108
SPATC1L,Rest,2,4,0.1555,0.172,0.104,0.0693,0.0108
RHOBTB3,Rest,2,4,0.1614,0.1846,0.0946,0.0667,0.0108
KLHDC8B,Rest,2,4,0.1549,0.149,0.1154,0.0695,0.0108
EHD1,Rest,2,4,0.1542,0.1477,0.117,0.0698,0.0108
DTYMK,Rest,2,4,0.4056,0.0511,0.0523,0.0265,0.0108
TADA3,Rest,2,4,0.1996,0.0978,0.1073,0.0539,0.0108
TOR3A,Rest,2,4,0.1484,0.1786,0.1086,0.0725,0.0108
